,,-,Vehicle
,,Northbound,Southbound,
,,L,Total,L,R,Total,Vehicle Total
12/03/2020,7:30 AM,52,52,0,0,0,52
12/03/2020,7:45 AM,70,70,0,0,0,70
12/03/2020,8:00 AM,70,70,0,0,0,70
12/03/2020,8:15 AM,74,74,0,0,0,74
12/03/2020,8:30 AM,46,46,0,0,0,46
12/03/2020,8:45 AM,0,0,0,0,0,0
12/03/2020,9:00 AM,10,10,0,0,0,10
12/03/2020,9:15 AM,76,76,0,0,0,76
12/03/2020,9:30 AM,82,82,0,0,0,82
12/03/2020,9:45 AM,72,72,0,0,0,72
12/03/2020,10:00 AM,74,74,0,0,0,74
12/03/2020,10:15 AM,70,70,0,0,0,70
12/03/2020,10:30 AM,82,82,0,0,0,82
12/03/2020,10:45 AM,120,120,0,0,0,120
12/03/2020,11:00 AM,67,67,0,0,0,67
12/03/2020,11:15 AM,45,45,0,0,0,45
12/03/2020,11:30 AM,74,74,0,0,0,74
12/03/2020,11:45 AM,82,82,0,0,0,82
12/03/2020,12:00 PM,74,74,0,0,0,74
12/03/2020,12:15 PM,84,84,0,0,0,84
12/03/2020,12:30 PM,72,72,0,0,0,72
12/03/2020,12:45 PM,56,56,0,0,0,56
12/03/2020,1:00 PM,54,54,0,0,0,54
12/03/2020,1:15 PM,65,65,0,0,0,65
12/03/2020,1:30 PM,41,41,0,0,0,41
12/03/2020,1:45 PM,70,70,0,0,0,70
12/03/2020,2:00 PM,43,43,0,0,0,43
12/03/2020,2:15 PM,24,24,0,0,0,24
12/03/2020,2:30 PM,35,35,0,0,0,35
12/03/2020,2:45 PM,36,36,0,0,0,36
12/03/2020,3:00 PM,38,38,0,0,0,38
12/03/2020,3:15 PM,46,46,0,0,0,46
12/03/2020,3:30 PM,41,41,0,0,0,41
12/03/2020,3:45 PM,38,38,0,0,0,38
12/03/2020,4:00 PM,52,52,0,0,0,52
12/03/2020,4:15 PM,64,64,0,0,0,64
12/03/2020,4:30 PM,32,32,0,0,0,32
12/03/2020,4:45 PM,36,36,0,0,0,36
12/03/2020,5:00 PM,29,29,0,0,0,29
12/03/2020,5:15 PM,37,37,0,0,0,37
12/03/2020,5:30 PM,29,29,0,0,0,29
12/03/2020,5:45 PM,29,29,0,0,0,29
12/03/2020,6:00 PM,30,30,0,0,0,30
12/03/2020,6:15 PM,36,36,0,0,0,36
12/03/2020,6:30 PM,33,33,0,0,0,33
12/03/2020,6:45 PM,31,31,0,0,0,31
12/03/2020,7:00 PM,30,30,0,0,0,30
12/03/2020,7:15 PM,30,30,0,0,0,30
12/03/2020,7:30 PM,39,39,0,0,0,39
12/03/2020,7:45 PM,33,33,0,0,0,33
12/03/2020,8:00 PM,29,29,0,0,0,29
12/03/2020,8:15 PM,32,32,0,0,0,32
12/03/2020,8:30 PM,43,43,0,0,0,43
12/03/2020,8:45 PM,33,33,0,0,0,33
12/03/2020,9:00 PM,38,38,0,0,0,38
12/03/2020,9:15 PM,33,33,0,0,0,33
12/03/2020,9:30 PM,26,26,0,0,0,26
12/03/2020,9:45 PM,31,31,0,0,0,31
12/03/2020,10:00 PM,27,27,0,0,0,27
12/03/2020,10:15 PM,25,25,0,0,0,25
12/03/2020,10:30 PM,30,30,0,0,0,30
12/03/2020,10:45 PM,25,25,0,0,0,25
12/03/2020,11:00 PM,22,22,0,0,0,22
12/03/2020,11:15 PM,14,14,0,0,0,14
12/03/2020,11:30 PM,26,26,0,0,0,26
12/03/2020,11:45 PM,16,16,0,0,0,16
12/04/2020,12:00 AM,10,10,0,0,0,10
12/04/2020,12:15 AM,11,11,0,0,0,11
12/04/2020,12:30 AM,11,11,0,0,0,11
12/04/2020,12:45 AM,14,14,0,0,0,14
12/04/2020,1:00 AM,14,14,0,0,0,14
12/04/2020,1:15 AM,5,5,0,0,0,5
12/04/2020,1:30 AM,8,8,0,0,0,8
12/04/2020,1:45 AM,9,9,0,0,0,9
12/04/2020,2:00 AM,4,4,0,0,0,4
12/04/2020,2:15 AM,6,6,0,0,0,6
12/04/2020,2:30 AM,7,7,0,0,0,7
12/04/2020,2:45 AM,6,6,0,0,0,6
12/04/2020,3:00 AM,5,5,0,0,0,5
12/04/2020,3:15 AM,4,4,0,0,0,4
12/04/2020,3:30 AM,4,4,0,0,0,4
12/04/2020,3:45 AM,7,7,0,0,0,7
12/04/2020,4:00 AM,5,5,0,0,0,5
12/04/2020,4:15 AM,2,2,0,0,0,2
12/04/2020,4:30 AM,6,6,0,0,0,6
12/04/2020,4:45 AM,13,13,0,0,0,13
12/04/2020,5:00 AM,10,10,0,0,0,10
12/04/2020,5:15 AM,20,20,0,0,0,20
12/04/2020,5:30 AM,13,13,0,0,0,13
12/04/2020,5:45 AM,20,20,0,0,0,20
12/04/2020,6:00 AM,24,24,0,0,0,24
12/04/2020,6:15 AM,27,27,0,0,0,27
12/04/2020,6:30 AM,37,37,0,0,0,37
12/04/2020,6:45 AM,25,25,0,0,0,25
12/04/2020,7:00 AM,52,52,0,0,0,52
12/04/2020,7:15 AM,56,56,0,0,0,56
12/04/2020,7:30 AM,39,39,0,0,0,39
12/04/2020,7:45 AM,49,49,0,0,0,49
12/04/2020,8:00 AM,46,46,0,0,0,46
12/04/2020,8:15 AM,44,44,0,0,0,44
12/04/2020,8:30 AM,44,44,0,0,0,44
12/04/2020,8:45 AM,43,43,0,0,0,43
12/04/2020,9:00 AM,41,41,0,0,0,41
12/04/2020,9:15 AM,43,43,0,0,0,43
12/04/2020,9:30 AM,49,49,0,0,0,49
12/04/2020,9:45 AM,39,39,0,0,0,39
12/04/2020,10:00 AM,40,40,0,0,0,40
12/04/2020,10:15 AM,43,43,0,0,0,43
12/04/2020,10:30 AM,38,38,0,0,0,38
12/04/2020,10:45 AM,35,35,0,0,0,35
12/04/2020,11:00 AM,83,83,0,0,0,83
12/04/2020,11:15 AM,68,68,0,0,0,68
12/04/2020,11:30 AM,72,72,0,0,0,72
12/04/2020,11:45 AM,74,74,0,0,0,74
12/04/2020,12:00 PM,64,64,0,0,0,64
12/04/2020,12:15 PM,61,61,0,0,0,61
12/04/2020,12:30 PM,64,64,0,0,0,64
12/04/2020,12:45 PM,88,88,0,0,0,88
12/04/2020,1:00 PM,60,60,0,0,0,60
12/04/2020,1:15 PM,72,72,0,0,0,72
12/04/2020,1:30 PM,86,86,0,0,0,86
12/04/2020,1:45 PM,70,70,0,0,0,70
12/04/2020,2:00 PM,92,92,0,0,0,92
12/04/2020,2:15 PM,64,64,0,0,0,64
12/04/2020,2:30 PM,76,76,0,0,0,76
12/04/2020,2:45 PM,52,52,0,0,0,52
12/04/2020,3:00 PM,62,62,0,0,0,62
12/04/2020,3:15 PM,82,82,0,0,0,82
12/04/2020,3:30 PM,78,78,0,0,0,78
12/04/2020,3:45 PM,82,82,0,0,0,82
12/04/2020,4:00 PM,66,66,0,0,0,66
12/04/2020,4:15 PM,44,44,0,0,0,44
12/04/2020,4:30 PM,43,43,0,0,0,43
12/04/2020,4:45 PM,39,39,0,0,0,39
12/04/2020,5:00 PM,38,38,0,0,0,38
12/04/2020,5:15 PM,32,32,0,0,0,32
12/04/2020,5:30 PM,28,28,0,0,0,28
12/04/2020,5:45 PM,29,29,0,0,0,29
12/04/2020,6:00 PM,30,30,0,0,0,30
12/04/2020,6:15 PM,37,37,0,0,0,37
12/04/2020,6:30 PM,28,28,0,0,0,28
12/04/2020,6:45 PM,29,29,0,0,0,29
12/04/2020,7:00 PM,33,33,0,0,0,33
12/04/2020,7:15 PM,26,26,0,0,0,26
12/04/2020,7:30 PM,28,28,0,0,0,28
12/04/2020,7:45 PM,35,35,0,0,0,35
12/04/2020,8:00 PM,35,35,0,0,0,35
12/04/2020,8:15 PM,27,27,0,0,0,27
12/04/2020,8:30 PM,25,25,0,0,0,25
12/04/2020,8:45 PM,30,30,0,0,0,30
12/04/2020,9:00 PM,25,25,0,0,0,25
12/04/2020,9:15 PM,28,28,0,0,0,28
12/04/2020,9:30 PM,21,21,0,0,0,21
12/04/2020,9:45 PM,20,20,0,0,0,20
12/04/2020,10:00 PM,24,24,0,0,0,24
12/04/2020,10:15 PM,29,29,0,0,0,29
12/04/2020,10:30 PM,25,25,0,0,0,25
12/04/2020,10:45 PM,29,29,0,0,0,29
12/04/2020,11:00 PM,26,26,0,0,0,26
12/04/2020,11:15 PM,25,25,0,0,0,25
12/04/2020,11:30 PM,25,25,0,0,0,25
12/04/2020,11:45 PM,18,18,0,0,0,18
12/05/2020,12:00 AM,0,0,0,0,0,0
12/05/2020,12:15 AM,0,0,0,0,0,0
12/05/2020,12:30 AM,0,0,0,0,0,0
12/05/2020,12:45 AM,0,0,0,0,0,0
12/05/2020,1:00 AM,0,0,0,0,0,0
12/05/2020,1:15 AM,0,0,0,0,0,0
12/05/2020,1:30 AM,0,0,0,0,0,0
12/05/2020,1:45 AM,0,0,0,0,0,0
12/05/2020,2:00 AM,0,0,0,0,0,0
12/05/2020,2:15 AM,0,0,0,0,0,0
12/05/2020,2:30 AM,0,0,0,0,0,0
12/05/2020,2:45 AM,0,0,0,0,0,0
12/05/2020,3:00 AM,0,0,0,0,0,0
12/05/2020,3:15 AM,0,0,0,0,0,0
12/05/2020,3:30 AM,0,0,0,0,0,0
12/05/2020,3:45 AM,0,0,0,0,0,0
12/05/2020,4:00 AM,0,0,0,0,0,0
12/05/2020,4:15 AM,0,0,0,0,0,0
12/05/2020,4:30 AM,0,0,0,0,0,0
12/05/2020,4:45 AM,0,0,0,0,0,0
12/05/2020,5:00 AM,0,0,0,0,0,0
12/05/2020,5:15 AM,0,0,0,0,0,0
12/05/2020,5:30 AM,0,0,0,0,0,0
12/05/2020,5:45 AM,0,0,0,0,0,0
12/05/2020,6:00 AM,0,0,0,0,0,0
12/05/2020,6:15 AM,0,0,0,0,0,0
12/05/2020,6:30 AM,0,0,0,0,0,0
12/05/2020,6:45 AM,0,0,0,0,0,0
12/05/2020,7:00 AM,0,0,0,0,0,0
12/05/2020,7:15 AM,0,0,0,0,0,0
12/05/2020,7:30 AM,0,0,0,0,0,0
12/05/2020,7:45 AM,0,0,0,0,0,0
12/05/2020,8:00 AM,0,0,0,0,0,0
12/05/2020,8:15 AM,0,0,0,0,0,0
12/05/2020,8:30 AM,0,0,0,0,0,0
12/05/2020,8:45 AM,0,0,0,0,0,0
12/05/2020,9:00 AM,0,0,0,0,0,0
12/05/2020,9:15 AM,0,0,0,0,0,0
12/05/2020,9:30 AM,0,0,0,0,0,0
12/05/2020,9:45 AM,0,0,0,0,0,0
12/05/2020,10:00 AM,0,0,0,0,0,0
12/05/2020,10:15 AM,0,0,0,0,0,0
12/05/2020,10:30 AM,0,0,0,0,0,0
12/05/2020,10:45 AM,0,0,0,0,0,0
12/05/2020,11:00 AM,0,0,0,0,0,0
12/05/2020,11:15 AM,0,0,0,0,0,0
12/05/2020,11:30 AM,0,0,0,0,0,0
12/05/2020,11:45 AM,0,0,0,0,0,0
12/05/2020,12:00 PM,0,0,0,0,0,0
12/05/2020,12:15 PM,0,0,0,0,0,0
12/05/2020,12:30 PM,0,0,0,0,0,0
12/05/2020,12:45 PM,0,0,0,0,0,0
12/05/2020,1:00 PM,0,0,0,0,0,0
12/05/2020,1:15 PM,0,0,0,0,0,0
12/05/2020,1:30 PM,0,0,0,0,0,0
12/05/2020,1:45 PM,0,0,0,0,0,0
12/05/2020,2:00 PM,0,0,0,0,0,0
12/05/2020,2:15 PM,0,0,0,0,0,0
12/05/2020,2:30 PM,0,0,0,0,0,0
12/05/2020,2:45 PM,0,0,0,0,0,0
12/05/2020,3:00 PM,0,0,0,0,0,0
12/05/2020,3:15 PM,0,0,0,0,0,0
12/05/2020,3:30 PM,0,0,0,0,0,0
12/05/2020,3:45 PM,0,0,0,0,0,0
12/05/2020,4:00 PM,0,0,0,0,0,0
12/05/2020,4:15 PM,0,0,0,0,0,0
12/05/2020,4:30 PM,0,0,0,0,0,0
12/05/2020,4:45 PM,0,0,0,0,0,0
12/05/2020,5:00 PM,0,0,0,0,0,0
12/05/2020,5:15 PM,0,0,0,0,0,0
12/05/2020,5:30 PM,0,0,0,0,0,0
12/05/2020,5:45 PM,0,0,0,0,0,0
12/05/2020,6:00 PM,0,0,0,0,0,0
12/05/2020,6:15 PM,0,0,0,0,0,0
12/05/2020,6:30 PM,0,0,0,0,0,0
12/05/2020,6:45 PM,0,0,0,0,0,0
12/05/2020,7:00 PM,0,0,0,0,0,0
12/05/2020,7:15 PM,0,0,0,0,0,0
12/05/2020,7:30 PM,0,0,0,0,0,0
12/05/2020,7:45 PM,0,0,0,0,0,0
12/05/2020,8:00 PM,0,0,0,0,0,0
12/05/2020,8:15 PM,0,0,0,0,0,0
12/05/2020,8:30 PM,0,0,0,0,0,0
12/05/2020,8:45 PM,0,0,0,0,0,0
12/05/2020,9:00 PM,0,0,0,0,0,0
12/05/2020,9:15 PM,0,0,0,0,0,0
12/05/2020,9:30 PM,0,0,0,0,0,0
12/05/2020,9:45 PM,0,0,0,0,0,0
12/05/2020,10:00 PM,0,0,0,0,0,0
12/05/2020,10:15 PM,0,0,0,0,0,0
12/05/2020,10:30 PM,0,0,0,0,0,0
12/05/2020,10:45 PM,0,0,0,0,0,0
12/05/2020,11:00 PM,0,0,0,0,0,0
12/05/2020,11:15 PM,0,0,0,0,0,0
12/05/2020,11:30 PM,0,0,0,0,0,0
12/05/2020,11:45 PM,0,0,0,0,0,0
12/06/2020,12:00 AM,23,23,0,0,0,23
12/06/2020,12:15 AM,19,19,0,0,0,19
12/06/2020,12:30 AM,22,22,0,0,0,22
12/06/2020,12:45 AM,15,15,0,0,0,15
12/06/2020,1:00 AM,22,22,0,0,0,22
12/06/2020,1:15 AM,13,13,0,0,0,13
12/06/2020,1:30 AM,12,12,0,0,0,12
12/06/2020,1:45 AM,12,12,0,0,0,12
12/06/2020,2:00 AM,12,12,0,0,0,12
12/06/2020,2:15 AM,13,13,0,0,0,13
12/06/2020,2:30 AM,17,17,0,0,0,17
12/06/2020,2:45 AM,5,5,0,0,0,5
12/06/2020,3:00 AM,12,12,0,0,0,12
12/06/2020,3:15 AM,10,10,0,0,0,10
12/06/2020,3:30 AM,7,7,0,0,0,7
12/06/2020,3:45 AM,8,8,0,0,0,8
12/06/2020,4:00 AM,7,7,0,0,0,7
12/06/2020,4:15 AM,4,4,0,0,0,4
12/06/2020,4:30 AM,12,12,0,0,0,12
12/06/2020,4:45 AM,6,6,0,0,0,6
12/06/2020,5:00 AM,11,11,0,0,0,11
12/06/2020,5:15 AM,10,10,0,0,0,10
12/06/2020,5:30 AM,12,12,0,0,0,12
12/06/2020,5:45 AM,11,11,0,0,0,11
12/06/2020,6:00 AM,10,10,0,0,0,10
12/06/2020,6:15 AM,19,19,0,0,0,19
12/06/2020,6:30 AM,21,21,0,0,0,21
12/06/2020,6:45 AM,21,21,0,0,0,21
12/06/2020,7:00 AM,19,19,0,0,0,19
12/06/2020,7:15 AM,20,20,0,0,0,20
12/06/2020,7:30 AM,22,22,0,0,0,22
12/06/2020,7:45 AM,19,19,0,0,0,19
12/06/2020,8:00 AM,32,32,0,0,0,32
12/06/2020,8:15 AM,20,20,0,0,0,20
12/06/2020,8:30 AM,22,22,0,0,0,22
12/06/2020,8:45 AM,0,0,0,0,0,0
12/06/2020,9:00 AM,8,8,0,0,0,8
12/06/2020,9:15 AM,7,7,0,0,0,7
12/06/2020,9:30 AM,38,38,0,0,0,38
12/06/2020,9:45 AM,32,32,0,0,0,32
12/06/2020,10:00 AM,33,33,0,0,0,33
12/06/2020,10:15 AM,32,32,0,0,0,32
12/06/2020,10:30 AM,34,34,0,0,0,34
12/06/2020,10:45 AM,37,37,0,0,0,37
12/06/2020,11:00 AM,38,38,0,0,0,38
12/06/2020,11:15 AM,34,34,0,0,0,34
12/06/2020,11:30 AM,27,27,0,0,0,27
12/06/2020,11:45 AM,30,30,0,0,0,30
12/06/2020,12:00 PM,39,39,0,0,0,39
12/06/2020,12:15 PM,28,28,0,0,0,28
12/06/2020,12:30 PM,41,41,0,0,0,41
12/06/2020,12:45 PM,64,64,0,0,0,64
12/06/2020,1:00 PM,60,60,0,0,0,60
12/06/2020,1:15 PM,54,54,0,0,0,54
12/06/2020,1:30 PM,62,62,0,0,0,62
12/06/2020,1:45 PM,54,54,0,0,0,54
12/06/2020,2:00 PM,62,62,0,0,0,62
12/06/2020,2:15 PM,76,76,0,0,0,76
12/06/2020,2:30 PM,70,70,0,0,0,70
12/06/2020,2:45 PM,47,47,0,0,0,47
12/06/2020,3:00 PM,45,45,0,0,0,45
12/06/2020,3:15 PM,27,27,0,0,0,27
12/06/2020,3:30 PM,42,42,0,0,0,42
12/06/2020,3:45 PM,70,70,0,0,0,70
12/06/2020,4:00 PM,62,62,0,0,0,62
12/06/2020,4:15 PM,37,37,0,0,0,37
12/06/2020,4:30 PM,40,40,0,0,0,40
12/06/2020,4:45 PM,33,33,0,0,0,33
12/06/2020,5:00 PM,38,38,0,0,0,38
12/06/2020,5:15 PM,38,38,0,0,0,38
12/06/2020,5:30 PM,23,23,0,0,0,23
12/06/2020,5:45 PM,24,24,0,0,0,24
12/06/2020,6:00 PM,24,24,0,0,0,24
12/06/2020,6:15 PM,20,20,0,0,0,20
12/06/2020,6:30 PM,37,37,0,0,0,37
12/06/2020,6:45 PM,37,37,0,0,0,37
12/06/2020,7:00 PM,31,31,0,0,0,31
12/06/2020,7:15 PM,38,38,0,0,0,38
12/06/2020,7:30 PM,34,34,0,0,0,34
12/06/2020,7:45 PM,37,37,0,0,0,37
12/06/2020,8:00 PM,30,30,0,0,0,30
12/06/2020,8:15 PM,34,34,0,0,0,34
12/06/2020,8:30 PM,28,28,0,0,0,28
12/06/2020,8:45 PM,29,29,0,0,0,29
12/06/2020,9:00 PM,25,25,0,0,0,25
12/06/2020,9:15 PM,21,21,0,0,0,21
12/06/2020,9:30 PM,29,29,0,0,0,29
12/06/2020,9:45 PM,20,20,0,0,0,20
12/06/2020,10:00 PM,27,27,0,0,0,27
12/06/2020,10:15 PM,24,24,0,0,0,24
12/06/2020,10:30 PM,11,11,0,0,0,11
12/06/2020,10:45 PM,10,10,0,0,0,10
12/06/2020,11:00 PM,16,16,0,0,0,16
12/06/2020,11:15 PM,15,15,0,0,0,15
12/06/2020,11:30 PM,16,16,0,0,0,16
12/06/2020,11:45 PM,13,13,0,0,0,13
12/07/2020,12:00 AM,12,12,0,0,0,12
12/07/2020,12:15 AM,10,10,0,0,0,10
12/07/2020,12:30 AM,11,11,0,0,0,11
12/07/2020,12:45 AM,4,4,0,0,0,4
12/07/2020,1:00 AM,1,1,0,0,0,1
12/07/2020,1:15 AM,11,11,0,0,0,11
12/07/2020,1:30 AM,2,2,0,0,0,2
12/07/2020,1:45 AM,5,5,0,0,0,5
12/07/2020,2:00 AM,2,2,0,0,0,2
12/07/2020,2:15 AM,6,6,0,0,0,6
12/07/2020,2:30 AM,3,3,0,0,0,3
12/07/2020,2:45 AM,5,5,0,0,0,5
12/07/2020,3:00 AM,10,10,0,0,0,10
12/07/2020,3:15 AM,8,8,0,0,0,8
12/07/2020,3:30 AM,4,4,0,0,0,4
12/07/2020,3:45 AM,7,7,0,0,0,7
12/07/2020,4:00 AM,6,6,0,0,0,6
12/07/2020,4:15 AM,7,7,0,0,0,7
12/07/2020,4:30 AM,7,7,0,0,0,7
12/07/2020,4:45 AM,9,9,0,0,0,9
12/07/2020,5:00 AM,5,5,0,0,0,5
12/07/2020,5:15 AM,11,11,0,0,0,11
12/07/2020,5:30 AM,19,19,0,0,0,19
12/07/2020,5:45 AM,20,20,0,0,0,20
12/07/2020,6:00 AM,27,27,0,0,0,27
12/07/2020,6:15 AM,35,35,0,0,0,35
12/07/2020,6:30 AM,35,35,0,0,0,35
12/07/2020,6:45 AM,33,33,0,0,0,33
12/07/2020,7:00 AM,36,36,0,0,0,36
12/07/2020,7:15 AM,34,34,0,0,0,34
12/07/2020,7:30 AM,44,44,0,0,0,44
12/07/2020,7:45 AM,72,72,0,0,0,72
12/07/2020,8:00 AM,34,34,0,0,0,34
12/07/2020,8:15 AM,45,45,0,0,0,45
12/07/2020,8:30 AM,37,37,0,0,0,37
12/07/2020,8:45 AM,0,0,0,0,0,0
12/07/2020,9:00 AM,34,34,0,0,0,34
12/07/2020,9:15 AM,29,29,0,0,0,29
12/07/2020,9:30 AM,26,26,0,0,0,26
12/07/2020,9:45 AM,31,31,0,0,0,31
12/07/2020,10:00 AM,28,28,0,0,0,28
12/07/2020,10:15 AM,29,29,0,0,0,29
12/07/2020,10:30 AM,61,61,0,0,0,61
12/07/2020,10:45 AM,64,64,0,0,0,64
12/07/2020,11:00 AM,66,66,0,0,0,66
12/07/2020,11:15 AM,64,64,0,0,0,64
12/07/2020,11:30 AM,72,72,0,0,0,72
12/07/2020,11:45 AM,60,60,0,0,0,60
12/07/2020,12:00 PM,52,52,0,0,0,52
12/07/2020,12:15 PM,66,66,0,0,0,66
12/07/2020,12:30 PM,64,64,0,0,0,64
12/07/2020,12:45 PM,64,64,0,0,0,64
12/07/2020,1:00 PM,82,82,0,0,0,82
12/07/2020,1:15 PM,48,48,0,0,0,48
12/07/2020,1:30 PM,74,74,0,0,0,74
12/07/2020,1:45 PM,86,86,0,0,0,86
12/07/2020,2:00 PM,84,84,0,0,0,84
12/07/2020,2:15 PM,74,74,0,0,0,74
12/07/2020,2:30 PM,64,64,0,0,0,64
12/07/2020,2:45 PM,60,60,0,0,0,60
12/07/2020,3:00 PM,78,78,0,0,0,78
12/07/2020,3:15 PM,76,76,0,0,0,76
12/07/2020,3:30 PM,56,56,0,0,0,56
12/07/2020,3:45 PM,82,82,0,0,0,82
12/07/2020,4:00 PM,84,84,0,0,0,84
12/07/2020,4:15 PM,60,60,0,0,0,60
12/07/2020,4:30 PM,68,68,0,0,0,68
12/07/2020,4:45 PM,40,40,0,0,0,40
12/07/2020,5:00 PM,26,26,0,0,0,26
12/07/2020,5:15 PM,44,44,0,0,0,44
12/07/2020,5:30 PM,41,41,0,0,0,41
12/07/2020,5:45 PM,29,29,0,0,0,29
12/07/2020,6:00 PM,37,37,0,0,0,37
12/07/2020,6:15 PM,28,28,0,0,0,28
12/07/2020,6:30 PM,38,38,0,0,0,38
12/07/2020,6:45 PM,32,32,0,0,0,32
12/07/2020,7:00 PM,42,42,0,0,0,42
12/07/2020,7:15 PM,27,27,0,0,0,27
12/07/2020,7:30 PM,37,37,0,0,0,37
12/07/2020,7:45 PM,37,37,0,0,0,37
12/07/2020,8:00 PM,37,37,0,0,0,37
12/07/2020,8:15 PM,32,32,0,0,0,32
12/07/2020,8:30 PM,34,34,0,0,0,34
12/07/2020,8:45 PM,34,34,0,0,0,34
12/07/2020,9:00 PM,32,32,0,0,0,32
12/07/2020,9:15 PM,24,24,0,0,0,24
12/07/2020,9:30 PM,32,32,0,0,0,32
12/07/2020,9:45 PM,32,32,0,0,0,32
12/07/2020,10:00 PM,27,27,0,0,0,27
12/07/2020,10:15 PM,29,29,0,0,0,29
12/07/2020,10:30 PM,28,28,0,0,0,28
12/07/2020,10:45 PM,16,16,0,0,0,16
12/07/2020,11:00 PM,20,20,0,0,0,20
12/07/2020,11:15 PM,13,13,0,0,0,13
12/07/2020,11:30 PM,17,17,0,0,0,17
12/07/2020,11:45 PM,16,16,0,0,0,16
12/08/2020,12:00 AM,13,13,0,0,0,13
12/08/2020,12:15 AM,10,10,0,0,0,10
12/08/2020,12:30 AM,10,10,0,0,0,10
12/08/2020,12:45 AM,6,6,0,0,0,6
12/08/2020,1:00 AM,5,5,0,0,0,5
12/08/2020,1:15 AM,5,5,0,0,0,5
12/08/2020,1:30 AM,8,8,0,0,0,8
12/08/2020,1:45 AM,2,2,0,0,0,2
12/08/2020,2:00 AM,5,5,0,0,0,5
12/08/2020,2:15 AM,3,3,0,0,0,3
12/08/2020,2:30 AM,3,3,0,0,0,3
12/08/2020,2:45 AM,4,4,0,0,0,4
12/08/2020,3:00 AM,1,1,0,0,0,1
12/08/2020,3:15 AM,4,4,0,0,0,4
12/08/2020,3:30 AM,3,3,0,0,0,3
12/08/2020,3:45 AM,1,1,0,0,0,1
12/08/2020,4:00 AM,5,5,0,0,0,5
12/08/2020,4:15 AM,2,2,0,0,0,2
12/08/2020,4:30 AM,9,9,0,0,0,9
12/08/2020,4:45 AM,12,12,0,0,0,12
12/08/2020,5:00 AM,6,6,0,0,0,6
12/08/2020,5:15 AM,12,12,0,0,0,12
12/08/2020,5:30 AM,17,17,0,0,0,17
12/08/2020,5:45 AM,22,22,0,0,0,22
12/08/2020,6:00 AM,26,26,0,0,0,26
12/08/2020,6:15 AM,27,27,0,0,0,27
12/08/2020,6:30 AM,35,35,0,0,0,35
12/08/2020,6:45 AM,37,37,0,0,0,37
12/08/2020,7:00 AM,35,35,0,0,0,35
12/08/2020,7:15 AM,48,48,0,0,0,48
12/08/2020,7:30 AM,44,44,0,0,0,44
12/08/2020,7:45 AM,66,66,0,0,0,66
12/08/2020,8:00 AM,56,56,0,0,0,56
12/08/2020,8:15 AM,64,64,0,0,0,64
12/08/2020,8:30 AM,60,60,0,0,0,60
12/08/2020,8:45 AM,0,0,0,0,0,0
12/08/2020,9:00 AM,28,28,0,0,0,28
12/08/2020,9:15 AM,20,20,0,0,0,20
12/08/2020,9:30 AM,70,70,0,0,0,70
12/08/2020,9:45 AM,64,64,0,0,0,64
12/08/2020,10:00 AM,78,78,0,0,0,78
12/08/2020,10:15 AM,74,74,0,0,0,74
12/08/2020,10:30 AM,82,82,0,0,0,82
12/08/2020,10:45 AM,76,76,0,0,0,76
12/08/2020,11:00 AM,78,78,0,0,0,78
12/08/2020,11:15 AM,80,80,0,0,0,80
12/08/2020,11:30 AM,60,60,0,0,0,60
12/08/2020,11:45 AM,54,54,0,0,0,54
12/08/2020,12:00 PM,50,50,0,0,0,50
12/08/2020,12:15 PM,50,50,0,0,0,50
12/08/2020,12:30 PM,4,4,0,0,0,4
12/08/2020,12:45 PM,38,38,0,0,0,38
12/08/2020,1:00 PM,34,34,0,0,0,34
12/08/2020,1:15 PM,70,70,0,0,0,70
12/08/2020,1:30 PM,2,2,0,0,0,2
12/08/2020,1:45 PM,4,4,0,0,0,4
12/08/2020,2:00 PM,30,30,0,0,0,30
12/08/2020,2:15 PM,52,52,0,0,0,52
12/08/2020,2:30 PM,68,68,0,0,0,68
12/08/2020,2:45 PM,53,53,0,0,0,53
12/08/2020,3:00 PM,64,64,0,0,0,64
12/08/2020,3:15 PM,42,42,0,0,0,42
12/08/2020,3:30 PM,44,44,0,0,0,44
12/08/2020,3:45 PM,32,32,0,0,0,32
12/08/2020,4:00 PM,45,45,0,0,0,45
12/08/2020,4:15 PM,57,57,0,0,0,57
12/08/2020,4:30 PM,44,44,0,0,0,44
12/08/2020,4:45 PM,34,34,0,0,0,34
12/08/2020,5:00 PM,25,25,0,0,0,25
12/08/2020,5:15 PM,35,35,0,0,0,35
12/08/2020,5:30 PM,35,35,0,0,0,35
12/08/2020,5:45 PM,36,36,0,0,0,36
12/08/2020,6:00 PM,30,30,0,0,0,30
12/08/2020,6:15 PM,32,32,0,0,0,32
12/08/2020,6:30 PM,32,32,0,0,0,32
12/08/2020,6:45 PM,34,34,0,0,0,34
12/08/2020,7:00 PM,27,27,0,0,0,27
12/08/2020,7:15 PM,37,37,0,0,0,37
12/08/2020,7:30 PM,35,35,0,0,0,35
12/08/2020,7:45 PM,36,36,0,0,0,36
12/08/2020,8:00 PM,33,33,0,0,0,33
12/08/2020,8:15 PM,39,39,0,0,0,39
12/08/2020,8:30 PM,32,32,0,0,0,32
12/08/2020,8:45 PM,29,29,0,0,0,29
12/08/2020,9:00 PM,35,35,0,0,0,35
12/08/2020,9:15 PM,22,22,0,0,0,22
